"initial_alias","converted_alias","name","description","namespace"
"1325","ENSG00000241563","CORT","cortistatin [Source:HGNC Symbol;Acc:HGNC:2257]","ENTREZGENE_ACC"
"1676","ENSG00000160049","DFFA","DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772]","ENTREZGENE_ACC"
"5195","ENSG00000142655","PEX14","peroxisomal biogenesis factor 14 [Source:HGNC Symbol;Acc:HGNC:8856]","ENTREZGENE_ACC"
"54897","ENSG00000130940","CASZ1","castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002]","ENTREZGENE_ACC"
"105376733","None","None","None",""
"105376735","None","None","None",""
"148345","ENSG00000175262","C1orf127","chromosome 1 open reading frame 127 [Source:HGNC Symbol;Acc:HGNC:26730]","ENTREZGENE_ACC"
"23435","ENSG00000120948","TARDBP","TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]","ENTREZGENE_ACC"
"10747","ENSG00000009724","MASP2","MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]","ENTREZGENE_ACC"
"6723","ENSG00000116649","SRM","spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]","ENTREZGENE_ACC"
"5394","ENSG00000171824","EXOSC10","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]","ENTREZGENE_ACC"
"105376736","None","None","None",""
"2475","ENSG00000198793","MTOR","mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]","ENTREZGENE_ACC"
"100873935","ENSG00000225602","MTOR-AS1","MTOR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40242]","ENTREZGENE_ACC"
"10218","ENSG00000171819","ANGPTL7","angiopoietin like 7 [Source:HGNC Symbol;Acc:HGNC:24078]","ENTREZGENE_ACC"
"29914","ENSG00000120942","UBIAD1","UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]","ENTREZGENE_ACC"
"105376737","None","None","None",""
"105376739","None","None","None",""
"105376740","None","None","None",""
"57540","ENSG00000204624","DISP3","dispatched RND transporter family member 3 [Source:HGNC Symbol;Acc:HGNC:29251]","ENTREZGENE_ACC"
"112268221","None","None","None",""
"101929181","ENSG00000235643","LINC01647","long intergenic non-protein coding RNA 1647 [Source:HGNC Symbol;Acc:HGNC:52434]","ENTREZGENE_ACC"
"26232","ENSG00000116661","FBXO2","F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]","ENTREZGENE_ACC"
"93611","ENSG00000132879","FBXO44","F-box protein 44 [Source:HGNC Symbol;Acc:HGNC:24847]","ENTREZGENE_ACC"
"26270","ENSG00000116663","FBXO6","F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585]","ENTREZGENE_ACC"
"10459","ENSG00000116670","MAD2L2","mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]","ENTREZGENE_ACC"
"374946","ENSG00000162490","DRAXIN","dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]","ENTREZGENE_ACC"
"57085","ENSG00000177674","AGTRAP","angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539]","ENTREZGENE_ACC"
"284498","ENSG00000215910","C1orf167","chromosome 1 open reading frame 167 [Source:HGNC Symbol;Acc:HGNC:25262]","ENTREZGENE_ACC"
"102724659","ENSG00000177553","C1orf167-AS1","C1orf167 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41091]","ENTREZGENE_ACC"
"4524","ENSG00000177000","MTHFR","methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436]","ENTREZGENE_ACC"
"1185","ENSG00000011021","CLCN6","chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]","ENTREZGENE_ACC"
"100379251","None","None","None",""
"4878","ENSG00000175206","NPPA","natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]","ENTREZGENE_ACC"
"4879","ENSG00000120937","NPPB","natriuretic peptide B [Source:HGNC Symbol;Acc:HGNC:7940]","ENTREZGENE_ACC"
"26829","None","None","None",""
"90231","ENSG00000116685","KIAA2013","KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]","ENTREZGENE_ACC"
"5351","ENSG00000083444","PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]","ENTREZGENE_ACC"
"9927","ENSG00000116688","MFN2","mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]","ENTREZGENE_ACC"
"60672","ENSG00000116691","MIIP","migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]","ENTREZGENE_ACC"
"102466982","ENSG00000276869","MIR6729","microRNA 6729 [Source:HGNC Symbol;Acc:HGNC:50103]","ENTREZGENE_ACC"
"943","ENSG00000120949","TNFRSF8","TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]","ENTREZGENE_ACC"
"102465836","ENSG00000283789","MIR7846","microRNA 7846 [Source:HGNC Symbol;Acc:HGNC:50029]","ENTREZGENE_ACC"
"7133","ENSG00000028137","TNFRSF1B","TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]","ENTREZGENE_ACC"
"100616438","ENSG00000263676","MIR4632","microRNA 4632 [Source:HGNC Symbol;Acc:HGNC:41593]","ENTREZGENE_ACC"
"107984917","None","None","None",""
"55187","ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D [Source:HGNC Symbol;Acc:HGNC:23595]","ENTREZGENE_ACC"
"677885","ENSG00000239149","SNORA59A","small nucleolar RNA, H/ACA box 59A [Source:HGNC Symbol;Acc:HGNC:32653]","ENTREZGENE_ACC"
"105376744","None","None","None",""
"9249","ENSG00000162496","DHRS3","dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]","ENTREZGENE_ACC"
"102466722","ENSG00000276830","MIR6730","microRNA 6730 [Source:HGNC Symbol;Acc:HGNC:50222]","ENTREZGENE_ACC"
"343066","ENSG00000204518","AADACL4","arylacetamide deacetylase like 4 [Source:HGNC Symbol;Acc:HGNC:32038]","ENTREZGENE_ACC"
"126767","ENSG00000188984","AADACL3","arylacetamide deacetylase like 3 [Source:HGNC Symbol;Acc:HGNC:32037]","ENTREZGENE_ACC"
"93190","ENSG00000157330","CFAP107","cilia and flagella associated protein 107 [Source:HGNC Symbol;Acc:HGNC:28567]","ENTREZGENE_ACC"
"390999","ENSG00000116726","PRAMEF12","PRAME family member 12 [Source:HGNC Symbol;Acc:HGNC:22125]","ENTREZGENE_ACC"
"65121","ENSG00000116721","PRAMEF1","PRAME family member 1 [Source:HGNC Symbol;Acc:HGNC:28840]","ENTREZGENE_ACC"
"105376745","None","None","None",""
"440560","ENSG00000239810","PRAMEF11","PRAME family member 11 [Source:HGNC Symbol;Acc:HGNC:14086]","ENTREZGENE_ACC"
"343069","ENSG00000179172","HNRNPCL1","heterogeneous nuclear ribonucleoprotein C like 1 [Source:HGNC Symbol;Acc:HGNC:29295]","ENTREZGENE_ACC"
"65122","ENSG00000120952","PRAMEF2","PRAME family member 2 [Source:HGNC Symbol;Acc:HGNC:28841]","ENTREZGENE_ACC"
"400735","ENSG00000243073","PRAMEF4","PRAME family member 4 [Source:HGNC Symbol;Acc:HGNC:31971]","ENTREZGENE_ACC"
"343071","ENSG00000187545","PRAMEF10","PRAME family member 10 [Source:HGNC Symbol;Acc:HGNC:27997]","ENTREZGENE_ACC"
"441871","ENSG00000204510","PRAMEF7","PRAME family member 7 [Source:HGNC Symbol;Acc:HGNC:28415]","ENTREZGENE_ACC"
"440561","ENSG00000232423","PRAMEF6","PRAME family member 6 [Source:HGNC Symbol;Acc:HGNC:30583]","ENTREZGENE_ACC"
"101929983","ENSG00000274764","PRAMEF27","PRAME family member 27 [Source:HGNC Symbol;Acc:HGNC:51234]","ENTREZGENE_ACC"
"649330","ENSG00000277058","HNRNPCL3","heterogeneous nuclear ribonucleoprotein C like 3 [Source:HGNC Symbol;Acc:HGNC:51235]","ENTREZGENE_ACC"
"441873","ENSG00000229571","PRAMEF25","PRAME family member 25 [Source:HGNC Symbol;Acc:HGNC:49179]","ENTREZGENE_ACC"
"649324","None","None","None",""
"440563","ENSG00000275774","HNRNPCL2","heterogeneous nuclear ribonucleoprotein C like 2 [Source:HGNC Symbol;Acc:HGNC:48813]","ENTREZGENE_ACC"
"645354","None","None","None",""
"645359","ENSG00000229571","PRAMEF25","PRAME family member 25 [Source:HGNC Symbol;Acc:HGNC:49179]","ENTREZGENE_ACC"
"645359","ENSG00000280267","PRAMEF26","PRAME family member 26 [Source:HGNC Symbol;Acc:HGNC:49178]","ENTREZGENE_ACC"
"101060301","ENSG00000179412","HNRNPCL4","heterogeneous nuclear ribonucleoprotein C like 4 [Source:HGNC Symbol;Acc:HGNC:51333]","ENTREZGENE_ACC"
"343070","ENSG00000204505","PRAMEF9","PRAME family member 9 [Source:HGNC Symbol;Acc:HGNC:27996]","ENTREZGENE_ACC"
"400736","ENSG00000279169","PRAMEF13","PRAME family member 13 [Source:HGNC Symbol;Acc:HGNC:13262]","ENTREZGENE_ACC"
"391003","ENSG00000279804","PRAMEF18","PRAME family member 18 [Source:HGNC Symbol;Acc:HGNC:30693]","ENTREZGENE_ACC"
"343068","ENSG00000270601","PRAMEF5","PRAME family member 5 [Source:HGNC Symbol;Acc:HGNC:27995]","ENTREZGENE_ACC"
"391002","ENSG00000182330","PRAMEF8","PRAME family member 8 [Source:HGNC Symbol;Acc:HGNC:24074]","ENTREZGENE_ACC"
"645382","ENSG00000237700","PRAMEF33","PRAME family member 33 [Source:HGNC Symbol;Acc:HGNC:49193]","ENTREZGENE_ACC"
"653619","ENSG00000204501","PRAMEF15","PRAME family member 15 [Source:HGNC Symbol;Acc:HGNC:26764]","ENTREZGENE_ACC"
"729528","ENSG00000204481","PRAMEF14","PRAME family member 14 [Source:HGNC Symbol;Acc:HGNC:13576]","ENTREZGENE_ACC"
"645414","ENSG00000204480","PRAMEF19","PRAME family member 19 [Source:HGNC Symbol;Acc:HGNC:24908]","ENTREZGENE_ACC"
"391004","ENSG00000204479","PRAMEF17","PRAME family member 17 [Source:HGNC Symbol;Acc:HGNC:29485]","ENTREZGENE_ACC"
"645425","ENSG00000204478","PRAMEF20","PRAME family member 20 [Source:HGNC Symbol;Acc:HGNC:25224]","ENTREZGENE_ACC"
"126755","ENSG00000162494","LRRC38","leucine rich repeat containing 38 [Source:HGNC Symbol;Acc:HGNC:27005]","ENTREZGENE_ACC"
"102724856","None","None","None",""
"107984918","ENSG00000259961","None","novel transcript","ENTREZGENE_ACC"
"10630","ENSG00000162493","PDPN","podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]","ENTREZGENE_ACC"
"107984919","None","None","None",""
"105378612","None","None","None",""
"105376756","None","None","None",""
"7799","ENSG00000116731","PRDM2","PR/SET domain 2 [Source:HGNC Symbol;Acc:HGNC:9347]","ENTREZGENE_ACC"
"23254","ENSG00000189337","KAZN","kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]","ENTREZGENE_ACC"
"107985467","None","None","None",""
"107985468","None","None","None",""
"105376762","None","None","None",""
"105376759","None","None","None",""
"107985469","None","None","None",""
"200197","ENSG00000175147","TMEM51-AS1","TMEM51 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26301]","ENTREZGENE_ACC"
"55092","ENSG00000171729","TMEM51","transmembrane protein 51 [Source:HGNC Symbol;Acc:HGNC:25488]","ENTREZGENE_ACC"
"727684","ENSG00000204464","TMEM51-AS2","TMEM51 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:32332]","ENTREZGENE_ACC"
"114827","ENSG00000142621","FHAD1","forkhead associated phosphopeptide binding domain 1 [Source:HGNC Symbol;Acc:HGNC:29408]","ENTREZGENE_ACC"
"101927417","ENSG00000233485","FHAD1-AS1","FHAD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41241]","ENTREZGENE_ACC"
"101927441","None","None","None",""
"79180","ENSG00000142634","EFHD2","EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]","ENTREZGENE_ACC"
"11330","ENSG00000162438","CTRC","chymotrypsin C [Source:HGNC Symbol;Acc:HGNC:2523]","ENTREZGENE_ACC"
"63036","ENSG00000142615","CELA2A","chymotrypsin like elastase 2A [Source:HGNC Symbol;Acc:HGNC:24609]","ENTREZGENE_ACC"
"105376767","None","None","None",""
"51032","ENSG00000215704","CELA2B","chymotrypsin like elastase 2B [Source:HGNC Symbol;Acc:HGNC:29995]","ENTREZGENE_ACC"
"842","ENSG00000132906","CASP9","caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]","ENTREZGENE_ACC"
"23341","ENSG00000116138","DNAJC16","DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157]","ENTREZGENE_ACC"
"107397391","ENSG00000251866","SCARNA21B","small Cajal body-specific RNA 21B [Source:HGNC Symbol;Acc:HGNC:52237]","ENTREZGENE_ACC"
"79814","ENSG00000116771","AGMAT","agmatinase [Source:HGNC Symbol;Acc:HGNC:18407]","ENTREZGENE_ACC"
"84301","ENSG00000197312","DDI2","DNA damage inducible 1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:24578]","ENTREZGENE_ACC"
"6248","ENSG00000215695","RSC1A1","regulator of solute carriers 1 [Source:HGNC Symbol;Acc:HGNC:10458]","ENTREZGENE_ACC"
"23207","ENSG00000116786","PLEKHM2","pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]","ENTREZGENE_ACC"
"284723","ENSG00000162461","SLC25A34","solute carrier family 25 member 34 [Source:HGNC Symbol;Acc:HGNC:27653]","ENTREZGENE_ACC"
"110806303","ENSG00000224459","SLC25A34-AS1","SLC25A34 and TMEM82 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53623]","ENTREZGENE_ACC"
"388595","ENSG00000162460","TMEM82","transmembrane protein 82 [Source:HGNC Symbol;Acc:HGNC:32350]","ENTREZGENE_ACC"
"54751","ENSG00000162458","FBLIM1","filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]","ENTREZGENE_ACC"
"440567","ENSG00000233954","UQCRHL","ubiquinol-cytochrome c reductase hinge protein like [Source:HGNC Symbol;Acc:HGNC:51714]","ENTREZGENE_ACC"
"729614","ENSG00000179743","SPEN-AS1","SPEN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55937]","ENTREZGENE_ACC"
"23013","ENSG00000065526","SPEN","spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]","ENTREZGENE_ACC"
"7709","ENSG00000116809","ZBTB17","zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]","ENTREZGENE_ACC"
"149563","ENSG00000183888","SRARP","steroid receptor associated and regulated protein [Source:HGNC Symbol;Acc:HGNC:28339]","ENTREZGENE_ACC"
"27129","ENSG00000173641","HSPB7","heat shock protein family B (small) member 7 [Source:HGNC Symbol;Acc:HGNC:5249]","ENTREZGENE_ACC"
"1187","ENSG00000186510","CLCNKA","chloride voltage-gated channel Ka [Source:HGNC Symbol;Acc:HGNC:2026]","ENTREZGENE_ACC"
"1188","ENSG00000184908","CLCNKB","chloride voltage-gated channel Kb [Source:HGNC Symbol;Acc:HGNC:2027]","ENTREZGENE_ACC"
"348487","ENSG00000185519","FAM131C","family with sequence similarity 131 member C [Source:HGNC Symbol;Acc:HGNC:26717]","ENTREZGENE_ACC"
"1969","ENSG00000142627","EPHA2","EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]","ENTREZGENE_ACC"
"101927479","None","None","None",""
"128272","ENSG00000142632","ARHGEF19","Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol;Acc:HGNC:26604]","ENTREZGENE_ACC"
"101927546","None","None","None",""
"79363","ENSG00000132881","CPLANE2","ciliogenesis and planar polarity effector complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28127]","ENTREZGENE_ACC"
"54455","ENSG00000037637","FBXO42","F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]","ENTREZGENE_ACC"
"26099","ENSG00000055070","SZRD1","SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30232]","ENTREZGENE_ACC"
"374955","ENSG00000187144","SPATA21","spermatogenesis associated 21 [Source:HGNC Symbol;Acc:HGNC:28026]","ENTREZGENE_ACC"
"55707","ENSG00000157191","NECAP2","NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:HGNC:25528]","ENTREZGENE_ACC"
"107984921","ENSG00000226029","LINC01772","long intergenic non-protein coding RNA 1772 [Source:HGNC Symbol;Acc:HGNC:52562]","ENTREZGENE_ACC"
"114819","ENSG00000080947","CROCCP3","CROCC pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29405]","ENTREZGENE_ACC"
"114819","ENSG00000290842","CROCCP3","CROCC pseudogene 3 [Source:NCBI gene (formerly Entrezgene);Acc:114819]","ENTREZGENE_ACC"
"26871","ENSG00000206652","RNU1-1","RNA, U1 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10120]","ENTREZGENE_ACC"
"107985757","None","None","None",""
"100132147","ENSG00000233421","LINC01783","long intergenic non-protein coding RNA 1783 [Source:HGNC Symbol;Acc:HGNC:52573]","ENTREZGENE_ACC"
"107985758","None","None","None",""
"7195","None","None","None",""
"55672","ENSG00000219481","NBPF1","NBPF member 1 [Source:HGNC Symbol;Acc:HGNC:26088]","ENTREZGENE_ACC"
"105376794","None","None","None",""
"84809","ENSG00000291072","None","novel transcript","ENTREZGENE_ACC"
"11209","None","None","None",""
"107985736","None","None","None",""
"26869","ENSG00000207513","RNU1-3","RNA, U1 small nuclear 3 [Source:HGNC Symbol;Acc:HGNC:10130]","ENTREZGENE_ACC"
"107985759","None","None","None",""
"284729","None","None","None",""
"100189045","None","None","None",""
"6060","ENSG00000207389","RNU1-4","RNA, U1 small nuclear 4 [Source:HGNC Symbol;Acc:HGNC:10128]","ENTREZGENE_ACC"
"11223","None","None","None",""
"100500876","ENSG00000263811","MIR3675","microRNA 3675 [Source:HGNC Symbol;Acc:HGNC:38973]","ENTREZGENE_ACC"
"100189298","None","None","None",""
"112267871","ENSG00000228549","None","novel transcript","ENTREZGENE_ACC"
"7193","None","None","None",""
"100189183","None","None","None",""
"105376805","ENSG00000238142","None","novel transcript","ENTREZGENE_ACC"
"791226","None","None","None",""
"26870","ENSG00000207005","RNU1-2","RNA, U1 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:10123]","ENTREZGENE_ACC"
"9696","ENSG00000058453","CROCC","ciliary rootlet coiled-coil, rootletin [Source:HGNC Symbol;Acc:HGNC:21299]","ENTREZGENE_ACC"
"4237","ENSG00000117122","MFAP2","microfibril associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]","ENTREZGENE_ACC"
"105376806","None","None","None",""
"23400","ENSG00000159363","ATP13A2","ATPase cation transporting 13A2 [Source:HGNC Symbol;Acc:HGNC:30213]","ENTREZGENE_ACC"
"6390","ENSG00000117118","SDHB","succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]","ENTREZGENE_ACC"
"11240","ENSG00000117115","PADI2","peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]","ENTREZGENE_ACC"
"105376808","None","None","None",""
"400743","ENSG00000204362","LINC02783","long intergenic non-protein coding RNA 2783 [Source:HGNC Symbol;Acc:HGNC:54303]","ENTREZGENE_ACC"
"29943","ENSG00000142623","PADI1","peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]","ENTREZGENE_ACC"
"51702","ENSG00000142619","PADI3","peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]","ENTREZGENE_ACC"
"100616188","ENSG00000266634","MIR3972","microRNA 3972 [Source:HGNC Symbol;Acc:HGNC:41876]","ENTREZGENE_ACC"
"23569","ENSG00000159339","PADI4","peptidyl arginine deiminase 4 [Source:HGNC Symbol;Acc:HGNC:18368]","ENTREZGENE_ACC"
"353238","ENSG00000276747","PADI6","peptidyl arginine deiminase 6 [Source:HGNC Symbol;Acc:HGNC:20449]","ENTREZGENE_ACC"
"55920","ENSG00000179051","RCC2","regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]","ENTREZGENE_ACC"
"55160","ENSG00000074964","ARHGEF10L","Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]","ENTREZGENE_ACC"
"107984028","None","None","None",""
"81569","ENSG00000117148","ACTL8","actin like 8 [Source:HGNC Symbol;Acc:HGNC:24018]","ENTREZGENE_ACC"
"105376809","None","None","None",""
"105376812","None","None","None",""
"101927876","ENSG00000261781","LINC01654","long intergenic non-protein coding RNA 1654 [Source:HGNC Symbol;Acc:HGNC:52442]","ENTREZGENE_ACC"
"84966","ENSG00000117154","IGSF21","immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246]","ENTREZGENE_ACC"
"105376814","None","None","None",""
"127707","ENSG00000179023","KLHDC7A","kelch domain containing 7A [Source:HGNC Symbol;Acc:HGNC:26791]","ENTREZGENE_ACC"
"5081","ENSG00000009709","PAX7","paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]","ENTREZGENE_ACC"
"80834","ENSG00000179002","TAS1R2","taste 1 receptor member 2 [Source:HGNC Symbol;Acc:HGNC:14905]","ENTREZGENE_ACC"
"8659","ENSG00000159423","ALDH4A1","aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406]","ENTREZGENE_ACC"
"100616120","ENSG00000265606","MIR4695","microRNA 4695 [Source:HGNC Symbol;Acc:HGNC:41573]","ENTREZGENE_ACC"
"100302276","ENSG00000221662","MIR1290","microRNA 1290 [Source:HGNC Symbol;Acc:HGNC:35283]","ENTREZGENE_ACC"
"126917","ENSG00000169991","IFFO2","intermediate filament family orphan 2 [Source:HGNC Symbol;Acc:HGNC:27006]","ENTREZGENE_ACC"
"105376815","None","None","None",""
"23352","ENSG00000127481","UBR4","ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]","ENTREZGENE_ACC"
"101927895","ENSG00000230424","EMC1-AS1","EMC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54050]","ENTREZGENE_ACC"
"23065","ENSG00000127463","EMC1","ER membrane protein complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28957]","ENTREZGENE_ACC"
"51154","ENSG00000053372","MRTO4","MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]","ENTREZGENE_ACC"
"246181","ENSG00000211454","AKR7L","aldo-keto reductase family 7 like (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:24056]","ENTREZGENE_ACC"
"22977","ENSG00000162482","AKR7A3","aldo-keto reductase family 7 member A3 [Source:HGNC Symbol;Acc:HGNC:390]","ENTREZGENE_ACC"
